blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,methodId,functionName,confirmations
18576691,1700044043,0x427961327c620b23dee9424eb13cb78649a3e6b9ca4b5733181360e84efc0015,151,0xe6eb12ce305873a92d091ac6b3ef417115c1080cdfefa79f20763e0538292628,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,180072913481637636050355,Wisdom Protocol,WIS,18,15,416561,23378460966,197029,2643464,deprecated,0x0162e2d0,"pac0as(uint256 STUPID,address BANANA,uint256 JEETS,uint256 STOP,address OVERBRIBING,bool AND,bool DUMPING,address NEXT,uint256 _BLOCK)",5046124
18576695,1700044091,0xde9dcb2068720ea709ef4a21e962b92c90ed9eb565083db7e16a74b33e4b2783,63,0x95fb7783ec2ec5fe2c9a93192d42bab8ea7577d86c3368abcfdffc3ea39f4aaf,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,19620260784310708435974,Wisdom Protocol,WIS,18,1,294242,24665397472,180801,214274,deprecated,0xe81dc5c1,,5046120
18576695,1700044091,0x1c147b172608da22da83fecf5ddf1a2514bd21ed2196a0e087f1db3a2bd10006,19,0x95fb7783ec2ec5fe2c9a93192d42bab8ea7577d86c3368abcfdffc3ea39f4aaf,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,18436146931793899818733,Wisdom Protocol,WIS,18,4,294044,54565397472,158360,565899,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046120
18576696,1700044103,0x82c9af806aa9642f44ac54de4b00df6ae9596291b0d4c3fc6c4281e693e25e4f,1986,0x98326ae4447d60d079ec29d029623965e8f1d4fa9c6b2c03301424f3e746e897,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,15179519387853526361609,Wisdom Protocol,WIS,18,56,320632,27039354147,156120,4816081,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046119
18576698,1700044127,0x257e05962bee781d3abb52f4c7042570434933d79dfd9115589166e294a06f91,21,0xd474274b85b5308c23a6c638f77cf716217bf6126de6337fdbf8c12c48baab8c,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,440000000000000000000000,Wisdom Protocol,WIS,18,4,553157,65847285126,263172,917097,deprecated,0x791ac947,"swapExactTokensForETHSupportingFeeOnTransferTokens(uint256 amountIn, uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046117
18576698,1700044127,0x257e05962bee781d3abb52f4c7042570434933d79dfd9115589166e294a06f91,21,0xd474274b85b5308c23a6c638f77cf716217bf6126de6337fdbf8c12c48baab8c,0x2baecab1c90400af11e637b27131de766e921f05,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,18067420000000000000000,Wisdom Protocol,WIS,18,4,553157,65847285126,263172,917097,deprecated,0x791ac947,"swapExactTokensForETHSupportingFeeOnTransferTokens(uint256 amountIn, uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046117
18576698,1700044127,0x073d548c73c1cb8531fa00f98cafc474eb7be9249d89f7addf141d1cc2b3c80a,1798,0xd474274b85b5308c23a6c638f77cf716217bf6126de6337fdbf8c12c48baab8c,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,18280850891432133600789,Wisdom Protocol,WIS,18,15,331213,29546389808,145704,2484195,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046117
18576698,1700044127,0xa866b3479224d1727a1bcbdf732d197f029fcff63111cc57bb208132eadd5f9f,6966,0xd474274b85b5308c23a6c638f77cf716217bf6126de6337fdbf8c12c48baab8c,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,10334897921002932699170,Wisdom Protocol,WIS,18,26,294242,28847285126,158492,3247257,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046117
18576700,1700044151,0xf2f941de003d5cad0c46eb06731e3dffc0a6ab7ef07ba588516f454db5a5bf5b,1708,0x47e3c0a2147b4aa694a5da09502fc6e82c10a56a62ed2948770912f89a1bc43e,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,14955865089702865830393,Wisdom Protocol,WIS,18,10,331213,28449430566,156120,1729506,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046115
18576702,1700044175,0xfe42b06850de36d088f72be98029b36e12f2863639e22500604994ffb2b1dc4a,1499,0xb13fc9a5656d59c8c3678045bce100e64f4ce5c993623ef1030cf4e52c0977ac,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,18983952341836042355493,Wisdom Protocol,WIS,18,29,331213,27871539791,156120,3679032,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046113
18576704,1700044199,0xe3cc2782db0615c96c950a686c2ed770e27d45eaf7b915e5d8397348addf4ac2,1429,0xcd5ef111524a110465d894022f44b968cd8f0857cbfa5cc222b1e692e55266bc,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,17970151020184555444210,Wisdom Protocol,WIS,18,26,331213,28005432874,156120,2094305,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046111
18576707,1700044235,0x4a97220242cd0be28568d59e5a9b7237eac83b2fbf0f1cdf4868177d36177969,196,0x57a742acd238b14593dcb64af8a56491d644259ff61b3e511d104d690cca3bd5,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,2612996627214488587786,Wisdom Protocol,WIS,18,157,227284,24138308125,154527,19039894,deprecated,0x3593564c,"execute(bytes commands,bytes[] inputs,uint256 deadline)",5046108
18576709,1700044259,0x04cb26d970dbc33363933871c7a4f1666553d15b81a8854e730b694c3e3e0047,1862,0x463495b5d1193385b6b2b4b13e6aef4b0c43adfb06192dfe9b79c5dd053c4c48,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,11421565094205151063400,Wisdom Protocol,WIS,18,65,313339,26543040143,148941,4323793,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046106
18576710,1700044271,0x16f7f85f913e5cf06753004cd0648d8a54ce859468c4c6e710b3abfe3d680d92,6968,0x710dd5f1f326bbda2f896bde8607e1671711e66aa5418c283472fcbde01b4ce6,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,440000000000000000000000,Wisdom Protocol,WIS,18,35,515439,26856255630,237368,2665405,deprecated,0x791ac947,"swapExactTokensForETHSupportingFeeOnTransferTokens(uint256 amountIn, uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046105
18576710,1700044271,0x16f7f85f913e5cf06753004cd0648d8a54ce859468c4c6e710b3abfe3d680d92,6968,0x710dd5f1f326bbda2f896bde8607e1671711e66aa5418c283472fcbde01b4ce6,0xbb683ffca5a8d75df492fe9f9c94f88e98b3fced,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,10128199962582873999999,Wisdom Protocol,WIS,18,35,515439,26856255630,237368,2665405,deprecated,0x791ac947,"swapExactTokensForETHSupportingFeeOnTransferTokens(uint256 amountIn, uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046105
18576711,1700044283,0xb6b7062c1f891dbd9043af1e876efa0a20aae3dc9bb1e50a88383d3f3a63890e,1345,0xc87a5a0e2242a2246ddb393d95b762f9103a1b526ba73acb4dc763d63aa3256a,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,13040920570167308790590,Wisdom Protocol,WIS,18,24,313339,26259298121,148941,2604106,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046104
18576713,1700044307,0xda72234d0089ec7443061d1492f1be89407469afe7f292d53b7dff6f9521fb1e,4099,0xde6ea3e1495b8b781f788d174c789163f297ee03c3dc515e2596755bb8fe96bc,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,6679697941797442791001,Wisdom Protocol,WIS,18,1,226260,43000000000,165850,474989,deprecated,0x7ff36ab5,"swapExactETHForTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046102
18576713,1700044307,0x321e1583e98b98217c953bb23ab90091434583a992c4cced2f4e6fc744b43d46,2044,0xde6ea3e1495b8b781f788d174c789163f297ee03c3dc515e2596755bb8fe96bc,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,4146366347875681582428,Wisdom Protocol,WIS,18,6,283128,26293688524,151313,1314484,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046102
18576715,1700044331,0x641638c16d8f5421810f066bcb84a1a52f32d359ebca29a33ebf64a886300dfa,1117,0x224e13bef077219c4414d7d729ef29dffcfa11804da4c375016a5d7dfb2eb4df,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,4092990782328538026080,Wisdom Protocol,WIS,18,44,283128,26521244394,161729,3919313,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046100
18576716,1700044343,0x46a14233aec3602c346dd819460e868211a3c24c1345f4b04e21febdd8b7e916,15,0x077b5fb12882ef26136f657011fcccd3a04c99d7afb948a80e62ffe21a506b4d,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,4040639772229085120933,Wisdom Protocol,WIS,18,90,218670,24231250814,154527,9952364,deprecated,0x3593564c,"execute(bytes commands,bytes[] inputs,uint256 deadline)",5046099
18576717,1700044355,0xfd0e2dd11fb5fa31abec31cfea44e7f8ff6689415c8f573044c7df4a0b5d3ca5,397,0x524c86e6223a61f3ae18aa02a090afb9eacd9ca37be7eaa1b0453000b999942c,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,7928269978947813706081,Wisdom Protocol,WIS,18,10,267005,28902575440,161729,1954509,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046098
18576717,1700044355,0xc610c1564fede464fe35cf661d0cdea5e631cef35ae7ac18a88b6a8dfd314376,968,0x524c86e6223a61f3ae18aa02a090afb9eacd9ca37be7eaa1b0453000b999942c,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,7730520793705825866751,Wisdom Protocol,WIS,18,36,195802,26250000000,137393,4746117,deprecated,0x7ff36ab5,"swapExactETHForTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046098
18576717,1700044355,0x36e886dce9b351ba19489d42be582f124c533e20bf8c58aace074264017254b1,68,0x524c86e6223a61f3ae18aa02a090afb9eacd9ca37be7eaa1b0453000b999942c,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,7540082476801778711029,Wisdom Protocol,WIS,18,124,206199,24002575440,144135,11284621,deprecated,0x3593564c,"execute(bytes commands,bytes[] inputs,uint256 deadline)",5046098
18576718,1700044367,0xbc0cd1327cf93ed4660d42f8a714ef2a41aabe6653e0b987b720175ac01bc9ee,164,0x80fa3050c676b2b8bd257d58f4aed642697eb997c62d2c142af93c05530b719f,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,440000000000000000000000,Wisdom Protocol,WIS,18,12,323077,28901097265,245712,1666597,deprecated,0x70fef1da,,5046097
18576718,1700044367,0xbc0cd1327cf93ed4660d42f8a714ef2a41aabe6653e0b987b720175ac01bc9ee,164,0x80fa3050c676b2b8bd257d58f4aed642697eb997c62d2c142af93c05530b719f,0xbe0572a20ecd1a93a8e31659ccea1fbd0d9a7768,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,16000000000000000000000,Wisdom Protocol,WIS,18,12,323077,28901097265,245712,1666597,deprecated,0x70fef1da,,5046097
18576721,1700044403,0xdf5bcc4a4d494341ee71bb49d0b2701adff7546c7597f614e8359d43f604b93d,637,0x19498bde708dfe45f048ba3407d63660294d929b68f5ca28c03f5390d0f267b9,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,37878989592634730397067,Wisdom Protocol,WIS,18,5,282948,73773167399,161609,604421,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046094
18576721,1700044403,0xce60380b5c6324b5ef73bbad81318f189ae9d8f5950a667680d4df448d2fecf9,187,0x19498bde708dfe45f048ba3407d63660294d929b68f5ca28c03f5390d0f267b9,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,440000000000000000000000,Wisdom Protocol,WIS,18,24,323077,28773167399,237380,3183712,deprecated,0x70fef1da,,5046094
18576721,1700044403,0xce60380b5c6324b5ef73bbad81318f189ae9d8f5950a667680d4df448d2fecf9,187,0x19498bde708dfe45f048ba3407d63660294d929b68f5ca28c03f5390d0f267b9,0x439bd88f9535b44836272d0b7c2f9ceee850aaec,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,16000000000000000000000,Wisdom Protocol,WIS,18,24,323077,28773167399,237380,3183712,deprecated,0x70fef1da,,5046094
18576724,1700044439,0x6c7e009c28667348e692991d6f471e70f6de82ed1358699ecacca8606e85995c,197,0x3c23eba95084b746e899ff613aa3f753f08d292af40b134f34d598db1944491e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,440000000000000000000000,Wisdom Protocol,WIS,18,19,323077,28093356957,245712,2687311,deprecated,0x70fef1da,,5046091
18576724,1700044439,0x6c7e009c28667348e692991d6f471e70f6de82ed1358699ecacca8606e85995c,197,0x3c23eba95084b746e899ff613aa3f753f08d292af40b134f34d598db1944491e,0x982c66e8779b193606d697fff3037eb6dc8c4ebe,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,16000000000000000000000,Wisdom Protocol,WIS,18,19,323077,28093356957,245712,2687311,deprecated,0x70fef1da,,5046091
18576726,1700044463,0x54c10288c89b75e8616b97140713266e2281709e71275b2162f9efa2bf112a3e,2845,0x364d8f835c8393fd67ee31523893b57e53b124f465940a4d852e0deb3ca926c3,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,2058258222480909598666,Wisdom Protocol,WIS,18,7,290969,30175480141,163980,625587,deprecated,0x263fd4a1,,5046089
18576728,1700044487,0x343aaab3c923bee14e05177216b64209f9959ac5d8b75340ee6f4f173b86a147,434,0x9a7bf993ee2754c9acd3040ff792abfeca24bdf85eb1ffa6e687fd7895312a2c,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,4117998905897403285016,Wisdom Protocol,WIS,18,105,283128,25131430790,161729,11383766,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046087
18576731,1700044523,0x3517355fd8de8b6b0e3c47182707a6fcfe0e7d2703ea1da5046ff5eba777a640,1636,0x06fc58380b34c14a58f8f285ae09a14f9eb845465dadbe19fc49af96320dc406,0x6e0367d897a8fd8bcbc44b4e2a14bafa904360aa,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,0x2ae38b2b47bf41ba4ab8f749b092fdd02b00bc1e,12041367190875515803709,Wisdom Protocol,WIS,18,30,323920,24528765125,148941,1140898,deprecated,0xb6f9de95,"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256 amountOutMin, address[] path, address to, uint256 deadline)",5046084
