Unnamed: 0,Index,Address,Contract,FLAG,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Time_Diff_between_first_and_last_(Mins),Sent_tnx,Received_Tnx,Number_of_Created_Contracts,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,avg_value_sent_to_contract,total_transactions_(including_tnx_to_create_contract,total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,Total_ERC20_tnxs,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_sent_addr.1,ERC20_uniq_rec_contract_addr,ERC20_avg_time_between_sent_tnx,ERC20_avg_time_between_rec_tnx,ERC20_avg_time_between_rec_2_tnx,ERC20_avg_time_between_contract_tnx,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_min_val_sent_contract,ERC20_max_val_sent_contract,ERC20_avg_val_sent_contract,ERC20_uniq_sent_token_name,ERC20_uniq_rec_token_name,ERC20_most_sent_token_type,ERC20_most_rec_token_type
11,1,0x0016338abcb6bfa6d355adc207c5d2d42acb5e42,1,0,356348.0042,15747.74501,4324603.217,13,248,1,6,8,3.94E-05,81.386,3.354056865,0,300,63.98455491,0,0,0,262,831.7992138,831.8061026,0,0.006888789,11,6971.025913,14.57548693,6.346300009,2,8,2,9,817916.2,155075.5875,169167.9405,364311.2567,1,4035.631891,774.5584348,6.346300009,8.22918692,7.287743464,6.346300009,6.346300009,6.346300009,2,9,Streamr (old),VIU
12,1,0x001b28141562bc2601694d27c3f5fda2c06c234c,1,0,0,12767.06444,198900.25,0,16,1,4,0,0,1.0020688,0.769166223,0,0,0,0,0,0,17,0,12.30665958,0,12.30665958,2,0.181283664,0,0,0,2,0,2,0,56576.58333,0,56576.58333,0.075366714,0.105916949,0.090641832,0,0,0,0,0,0,0,2,,Streamr (old)
13,1,0x001cb265c5606d79035059686ae5f94c6a4c2c2c,0,0,11106.15,78197.58333,78197.58333,7,2,0,2,4,0.095,0.26515854,0.18007927,0,0.133441117,0.037563017,0,0.011,0.003666667,9,0.262941117,0.36015854,0.011,0.097217423,3,8.001,0,0,0,2,0,2,0,19035.275,10367.05,0,0.001,5,2.667,0,0,0,0,0,0,0,2,,PoSToken
14,1,0x001cf9871aeaf2acf72f144b16818b7e417b6dda,0,0,55859.15729,16738.17273,1791715.45,33,23,0,11,22,0,1499.99958,80.47810331,0,1100,99.30753644,0,1100,142.091746,56,3277.148702,1850.996376,2983.926667,-1426.152326,35,149130.7923,139091.6412,18600,5,24,5,27,346510.4833,45363.34226,45942.47654,66957.0575,0.5,118324.5,5142.441115,1,118324.5,23181.94019,1,12599,6200,5,27,ZRX,ZRX
15,1,0x001d54f72af6eae0fdd17009c391426754bec5c2,0,0,781.8292929,12898.13333,25802.31667,34,3,1,3,12,0.091844363,1,0.530614788,0,0.9334438,0.044267734,0,0.05,0.003928571,37,1.505102958,1.591844363,0.11,0.086741405,4,0,5.00E+12,0,3,0,2,0,8583.872222,0,0,0,0,0,0,1000000,5.00E+12,1.25E+12,0,0,0,1,0,,
16,1,0x001e6fbcd020823d3161df44bb5da6c34419eecb,0,0,5014.293452,5014.273214,280803.4333,57,57,0,2,2,0.016036793,0.277689439,0.204013182,0.0156168,0.27726944,0.203593182,0,0,0,114,11.6048114,11.6287514,0,0.023940002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
17,1,0x001eb1e90d25e8c1372c38f2b2a36b49b6634235,0,0,33005.92267,15015.68167,842599.05,26,11,0,6,15,0.09,34.94,16.56468783,0,34.9,9.896423077,0,34.9,9.210588235,37,257.307,182.2115661,156.58,-75.09543387,14,308446.2104,307097.3104,282098.3104,4,9,3,8,24211.76667,176455.1389,198508.3729,115601.4238,1,274230,30844.62104,1620,274231,76774.3276,1620,274231,94032.77013,3,8,StatusNetwork,StatusNetwork
18,1,0x001f357ca93307571d8cd93d09ce25a3660429af,0,0,698.975,939.1666667,2318.5,3,2,0,1,3,7.772,19.995,13.8835,3.7,20.08277211,9.255225667,0,0,0,5,27.765677,27.767,0,0.001323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19,1,0x001f99982965a3792077893ecadc7be0c61d613c,0,0,327.5666667,2.216666667,329.7833333,2,2,0,2,2,44.04888218,56.95111782,50.5,0.61,100.3889738,50.49948689,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
20,1,0x00235134f8335d48cf506b25cc376fc84520588b,1,0,0,4753.997059,113840.0167,0,18,1,5,0,0,12.78276643,5.662420689,0,0,0,0,0,0,19,0,101.9235724,0,101.9235724,2,4.983578382,0,0,0,2,0,2,0,498841.2,0,498841.2,2,2.983578382,2.491789191,0,0,0,0,0,0,0,2,,OMG Network
21,1,0x0023a6a2c8316ccfb083a194aa5668bd75891455,0,0,5494.533333,48806.83611,292841.0167,7,7,0,4,3,0,17.94907368,8.407243394,2,30.95027571,22.44176435,20,28,24.75,14,157.0923505,58.85070376,99,-98.24164672,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ONOT
22,1,0x0029a9b2ea1e45e32fb6344b117388515858d040,0,0,104.1708333,140.4222222,712.8833333,5,4,0,4,5,0.5,5,2.1875,0.37720336,2.85128662,1.749550989,0,0,0,9,8.747754943,8.75,0,0.002245057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
23,1,0x002a68f53b92cef5ee4e7ce015b78408f20942bb,0,0,157288.7129,28004.27659,3528538.85,23,127,0,2,5,0,0.501254404,0.339967529,0,2.072,0.864869565,0.3,0.3,0.3,150,19.892,43.17587621,0.6,23.28387621,24,302671.2224,101.64,0,3,15,3,21,1439471.492,209523.085,217784.5018,349205.1417,1.00E-07,298131,14412.91535,0.82,100,33.88,0,0,0,3,21,blockwell.ai KYC Casper Token,ABCHANGE.io
24,1,0x002ab919205b134d05d0746e22c7f8000523c660,1,0,0,12852.56458,226778.2667,0,17,1,6,0,0,11.29141643,4.86021539,0,0,0,0,0,0,18,0,82.62366163,0,82.62366163,3,4.804121022,0,0,0,3,0,3,0,249940.4333,437173,249940.4333,0.920501257,2,1.601373674,0,0,0,0,0,0,0,3,,BOX Token
25,1,0x002b043689ad84008fffab16afc1955f5a3aebde,0,0,0,0,30.65,1,1,0,1,1,4.999,4.999,4.999,4.99774,4.99774,4.99774,0,0,0,2,4.99774,4.999,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
26,1,0x0031ebb20a0aaf8c67be012bb3a3483d75269635,0,0,4074.709671,155595.1417,330187.8333,82,3,0,3,7,0,30,11.66666667,0,30,0.760256098,0,4,0.368346154,85,62.341,35,28.731,-27.341,14,3165.543474,0,0,0,11,0,14,0,322905.1667,344761.4597,699627.8611,1.00E-07,911,226.1102481,0,0,0,0,0,0,0,14,,An Etheal Promo
27,1,0x003300d3d2c46983b9a55b07b9b2ab47d6228111,0,0,0,0,68.86666667,1,1,0,1,1,0.54764892,0.54764892,0.54764892,0.54638892,0.54638892,0.54638892,0,0,0,2,0.54638892,0.54764892,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,1,0x0033fd555da940b923a7f6f465cc4d9088724263,0,0,133.7444444,169214.825,338429.65,4,3,0,3,3,0,2.3371564,1.512385467,2,2.379634776,2.104908694,2,2,2,7,8.419634776,4.5371564,4,-3.882478376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
29,1,0x0034f7473531239b1799bc7f14ff97d5303a5a93,0,0,40818.16612,177850.5821,2489913.117,62,15,0,8,35,0.00979,1100,156.805093,0,500,40.97427232,0,500,36.11411831,77,2540.404884,2352.076394,2022.390625,-188.3284892,51,1557781.496,1546102.338,1422340.896,12,27,12,24,163287.0211,72039.19755,69957.84848,87476.25119,0.010963853,322932.1604,44508.04274,0.010963853,1230000,96631.39614,8.40241939,1230000,177792.612,12,24,StatusNetwork,StatusNetwork
30,1,0x0036ed1e6299bb586ac70ebdfa336f06714a9556,1,0,0,5421.680769,291427.5333,0,53,1,4,0,0,1.002203965,0.504895192,0,0,0,0,0,0,54,0,26.75944516,0,26.75944516,2,0.55819781,0,0,0,2,0,2,0,59503.41667,0,59503.41667,0.10586967,0.452328139,0.279098905,0,0,0,0,0,0,0,2,,OMG Network
31,1,0x0038ab9bf479faa2997522b3cf9492153ea6b33f,0,0,164832.2848,151096.3431,1813157.133,12,13,0,9,1,0.02266283,20.799,5.313269127,0.923126442,20.797915,5.755242861,0.923126442,20.797915,5.755242861,25,69.06291433,69.07249865,69.06291433,0.009584316,1,0.99,0,0,0,1,0,1,0,0,0,0,0.99,0.99,0.99,0,0,0,0,0,0,0,1,,ERC20
32,1,0x003b9a44dcc7b59546a8b1c1e7dccd57eb99f07d,0,0,0.6,0,2257.116667,2,1,0,1,2,1.74798122,1.74798122,1.74798122,0,0,0,0,0,0,3,0,1.74798122,0,1.74798122,13,3573.608312,0,0,0,11,0,12,0,348387.2472,374925.2788,522580.8708,1.00E-07,911,274.8929471,0,0,0,0,0,0,0,12,,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
33,1,0x003c5ebfa5cdb3d73bad42bb07db823f6c77a236,0,0,2542.609259,20035.98333,22889.93333,10,2,0,1,6,0.05,0.1,0.075,0,0.060734264,0.011073426,0,0.05,0.005555556,12,0.110734264,0.15,0.05,0.039265736,2,1000000,10000000,10000000,1,1,1,1,0,0,0,0,1000000,1000000,1000000,10000000,10000000,10000000,10000000,10000000,10000000,1,1,,
34,1,0x003d8b1e6723960d60367a719fe65e08643a2a80,1,0,0,635.9283069,449889.15,0,694,1,4,0,0,22,1.618730684,0,0,0,0,0,0,695,0,1123.399095,0,1123.399095,2,0.532864637,0,0,0,2,0,2,0,56873.13333,0,56873.13333,0.082575622,0.450289016,0.266432319,0,0,0,0,0,0,0,2,,Streamr (old)
35,1,0x003e2b1599587a6c2f38928ea8f874a74fb1bbbc,0,0,75.40654772,143.4389781,450106.65,5970,2989,0,1337,2212,0,3140.99958,74.62281745,0,3900,37.84572124,0,3900,44.32700093,8959,225938.9558,223047.6014,153238.4422,-2891.354427,326,538056.9936,534711.4724,16817,21,296,6,16,1167.17963,2892.76633,2705.180236,2643.543385,1.70E-05,353593.7212,1805.560381,1,353758.1726,19096.8383,14,9648,2102.125,6,16,XuanCoin,XuanCoin
36,1,0x004534ebd59b0b094da701dbfd952ef605470128,0,0,2142802.417,0,2142807.283,2,1,0,1,2,0.003,0.003,0.003,0,0.001357558,0.000678779,0,0,0,3,0.001357558,0.003,0,0.001642442,2,3750,5,0,1,1,1,1,0,0,0,0,3750,3750,3750,5,5,5,0,0,0,1,1,bitqy,bitqy
37,1,0x0045eb75acf6e1cb1d9ec41e352a879e2cd50b35,0,0,9355.436318,132.0454847,636162.8167,68,4375,0,1,4,0.443992956,3.60249462,1.055731161,0,520.8121685,67.92339458,0,0,0,4443,4618.790832,4618.823828,0,0.03299662,10,2221.347483,4.431401966,4.431401966,2,8,1,8,3.733333333,56816.04524,56556.47222,17671.86,0.01,777,277.6684353,2.2155,2.215901966,2.215700983,2.2155,2.215901966,2.215700983,1,8,OMG Network,INS Promo
38,1,0x00462f4a169c1dc0b9dc428aa37d394c8abf1266,0,0,3293.075,115047.3389,345142.0167,3,4,0,2,3,0,3.50847436,1.395952675,0.007,5.544,3.683666667,0.007,5.544,3.683666667,7,11.051,5.5838107,11.051,-5.4671893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
39,1,0x00472c1e4275230354dbe5007a5976053f12610a,0,0,1.141912623,6688.494444,21206.93333,9996,4,3,3,1,1,20,11,0,0,0,0,0,0,10000,0,44,0,44,89,3108696168,100,0,1,67,1,81,0,48753.20211,48663.16647,77118.70152,0.1,1553054037,35326092.82,100,100,100,0,0,0,1,70,blockwell.ai KYC Casper Token,https://findtherabbit.me
40,1,0x004853f00fab90ab60cf1e609b0b61494b90164c,0,0,19618.85625,1911.441667,160707.1,9,3,0,2,4,1,49.995,18.99666667,0,20,6.226376321,0,20,5.00625,12,56.03738689,56.99,40.05,0.952613114,16,123709.5964,120100,0,1,9,1,12,28.04166667,360604.5653,393386.7409,698115.6278,1.00E-07,60716,9516.122799,100,100000,40033.33333,0,0,0,1,12,SONM,SONM
41,1,0x004e1c2a12ac1d0b70907c702892f397a4769bfb,0,0,66871.44722,41618.08095,802574.4,13,8,0,7,5,0,45.4,21.925,0,99,20.32769231,0,99,17.18,21,264.26,175.4,188.98,-88.86,16,21264.884,636100,108600,4,7,2,7,133723.6861,142914.2458,163088.7929,98465.78333,1,20180.614,2362.764889,2500,300000,90871.42857,2500,56200,36200,2,7,BAT,FIFA.win
42,1,0x004f1cea50b057ad8b6f445e128edbdc9b48902b,0,0,1084729.208,482229.7259,4340067.533,5,10,0,8,2,0,1.51506836,0.533365,0.004572,5.237,3.7483144,4.5,4.5,4.5,15,18.741572,5.333650003,13.5,-13.407922,25,54857.29588,36.663572,0,4,14,4,17,7.514285714,261399.0125,275104.19,418238.42,1.00E-07,52417,3226.899757,0.004572,5.237,4.5829465,0,0,0,2,17,ETH,CANDY
43,1,0x005073a74dd37889bebbf9de7550dea7666f625b,0,0,1826.747849,88754.25417,355017.0167,32,5,0,3,11,0,51,11.74396688,0,20,2.376982893,0,10,1.666666667,37,76.06345259,58.71983438,35,-17.34361821,8,35251.34615,39693.84615,2500,3,2,4,3,143827.2458,578841.9667,1128147.733,0,97.5,25000,11750.44872,2040,15000,7938.769231,2500,2500,2500,4,3,StatusNetwork,StatusNetwork
44,1,0x005457078e3c355023433874edffc8b254881334,0,0,326.25,0,328.45,2,1,0,1,2,101,101,101,1.33532288,99.6636509,50.49948689,0,0,0,3,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
45,1,0x00595d5ec3bb583428a0304b2940a70d7f553aef,0,0,2688.24,556.6,13445.96667,6,6,0,5,2,0.2,10,2.615514035,0.199528364,9.999544666,2.614932518,0,0,0,12,15.68959511,15.69308421,0,0.003489099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
46,1,0x0059782ecd69fb5413c5e1a98b40c28dff061162,0,0,39.08333333,170191.7667,340383.5333,2,3,0,2,2,0,6.995,2.333333333,6.955496,6.956,6.955748,6.956,6.956,6.956,5,13.911496,7,6.956,-6.911496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
47,1,0x005b98bb53be9d5789d27aa1c69ec8a789eff9c1,0,0,26591.01833,36529.94444,266825.0667,11,4,0,3,6,0.195,4,1.67375,0,1.9,0.759218639,0,1.5,0.42675,15,8.351405033,6.695,1.707,-1.656405033,5,926.7699492,0,0,0,5,0,5,0,308907.5667,391788.7722,411876.7556,0.263479791,777,185.3539898,0,0,0,0,0,0,0,5,,INS Promo
48,1,0x005cb96b96c8fe801f89500df6ee38dc5fa0081f,0,0,92.11332732,96.2860096,204236.4833,2217,1807,0,1471,1205,0,799.99874,18.73636868,0,1100,15.27616745,0,298.98,10.28184193,4024,33867.26324,33856.6182,9551.831155,-10.64504551,5,4195.406065,4193.352,4193.352,1,3,1,3,0,44959.74444,67439.04167,33719.80833,1,2096.676,1048.851516,4193.352,4193.352,4193.352,4193.352,4193.352,4193.352,1,3,TenXPay,TenXPay
49,1,0x005d3bffd33b1a012279d25d30f75133584404db,0,0,3065.995455,71569.75833,286279.0333,12,5,0,5,7,0,174.995,63.085,0.1,225,59.51666667,175,225,200,17,714.2,315.425,400,-398.775,15,3502.331332,0,0,0,13,0,14,0,310227.3345,321524.1064,464423.7093,1.00E-07,911,233.4887555,0,0,0,0,0,0,0,14,,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
50,1,0x006482de8230af0f8e2918a439c7826fe8642a43,0,0,57927.97093,208171.3403,2498063.967,44,13,0,7,29,0,972.434,182.5280879,0,500,68.68852331,0,500,67.50096059,57,3022.295026,2372.865143,2295.03266,-649.4298827,23,97665.58321,96704.81657,44313.51103,8,11,7,12,272147.6907,185713.7403,194664.0758,111333.1462,0.5,50000,7512.73717,0.1,50000,9670.481657,870,39441.50389,14771.17034,7,12,EOS,EOS
51,1,0x006743c8992ca6d54c23fa3a745a4781b3817f0c,0,0,26672.44286,0,186707.1,8,1,0,1,2,10,10,10,1.621937669,26,12.68899221,0,0,0,9,101.5119377,10,0,-91.51193767,1,0.031819385,0,0,0,1,0,1,0,0,0,0,0.031819385,0.031819385,0.031819385,0,0,0,0,0,0,0,1,,OMG Network
52,1,0x0067e167caf808eaa6f642d9232e54ff7bb47c07,0,0,21399.09964,4030.191727,3918852.1,184,140,0,57,105,0.0731,117.7,4.007760714,0,240,3.240568478,0,15,1.518735652,324,596.2646,561.0865,174.6546,-35.1781,139,3417212.01,2708928.9,1591179.4,35,54,26,68,36787.75884,37458.20985,37886.93697,23886.39469,0.01,1051000,38395.64056,1,526000,54178.578,1,525000,54868.25517,26,67,BAI2.0,BAI2.0
53,1,0x006aaaff2ff3358bc8453febaba4e236b028df80,0,0,2063.918085,2314.098148,97419.95,48,10,0,4,13,0.09,99.99,25.81039104,0,100,6.758479167,0,100,5.956088235,58,324.407,258.1039104,202.507,-66.3030896,29,888822.7725,1508163.2,1508163.2,2,8,3,12,1366.611111,155896.6,163690.9167,251084.3308,1,162680,40401.03511,5000,541581.6,215451.8857,5000,541581.6,215451.8857,2,11,FunFair,FunFair
54,1,0x007174732705604bbbf77038332dc52fd5a5000c,0,0,214.497361,114.7097972,754216.9167,3424,6576,2,4848,1128,3.80E-05,12867.39971,21.95904211,0,9000,43.26696984,0,8000,74.07930393,10000,148146.1047,144402.6609,93784.39877,-3743.443847,3163,1.76E+19,22015396.18,21564780.98,1027,614,14,148,1824.17638,3691.607748,3693.157518,3405.337011,0,2.19E+18,1.67E+16,0,9330000,10443.73633,0,9330000,28600.50527,12,143,Kin,ausd.shop
55,1,0x0071763e7e796eeb4c32f083aa4a3ac2f33bf5c0,0,0,113.8566667,129.4033333,652.8666667,6,6,0,5,1,0.77,1.3,1.047657672,0.769559,1.299528364,1.047197301,0,0,0,12,6.283183805,6.28594603,0,0.002762225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
56,1,0x0071c78d72b78818b0d507c114674a7ce6bc4f18,0,0,6832.566667,5.141666667,24534.25,3,3,0,1,1,0.001,0.34,0.147,0.01,0.379653612,0.146551204,0,0,0,6,0.439653612,0.441,0,0.001346388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
57,1,0x00733965a4f189034c4cd0e7d38c877a34ba0b63,0,0,739.4291667,1344.566667,4486.983333,5,2,0,2,4,0.740937,6.12616031,3.433548655,0,5,1.372345658,0,5,1.666666667,7,6.86172829,6.86709731,5,0.00536902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
58,1,0x00760b09a77e7a4f6ea7e7fdf17f93f8d898c870,0,0,0,0,2.5,1,1,0,1,1,0.85487138,0.85487138,0.85487138,0.85382138,0.85382138,0.85382138,0,0,0,2,0.85382138,0.85487138,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
59,1,0x00761aebf8420f0325f7d3a9161a8bb6a96e550b,0,0,0,0,8873.966667,1,1,0,1,1,0.13498893,0.13498893,0.13498893,0.13456893,0.13456893,0.13456893,0,0,0,2,0.13456893,0.13498893,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
60,1,0x007a010f85605b7f9ecd0e26a7cfa3987bb3e43f,0,0,15150.83542,15149.09271,242427.3,17,17,0,1,1,0.0173188,0.12531483,0.050855923,0.0023188,0.12195773,0.047445871,0.0023188,0.12195773,0.047445871,34,0.80657981,0.86455069,0.80657981,0.05797088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
61,1,0x007bb0518b03f1a8c00e9bb545640800d1e91444,0,0,133821.7556,182573.9648,2409187.867,19,10,0,3,12,0.5454587,45.39738026,10.01976591,0,42.03944533,5.27091329,0,42.03944533,4.935963022,29,100.1473525,100.1976591,74.03944533,0.050306565,27,1205030.472,12965.74071,12187.49097,5,17,6,20,469448.43,115237.3567,119740.786,172557.4654,0.5,888888,57382.40343,2.09242911,11763,2160.956785,424.4909721,11763,6093.745486,6,20,Bitpanda Ecosystem Token,KickToken
62,1,0x007cafba4edd0e25a664530e3cac0ffadb101fd8,0,0,7223.716667,5649.498958,93911.63333,14,17,4,9,9,0.5,379,39.75963227,0,330.62347,48.273105,0,300,37.525,31,675.82347,675.9137486,300.2,0.090278633,3,2407524,0,0,0,2,0,2,0,224.6333333,5.75,224.6333333,24,2406900,802508,0,0,0,0,0,0,0,1,,iEx.ec Network Token
63,1,0x0080214c803a073c18aaadd7b99cfd08c3945b09,0,0,68905.81111,82903.64667,414518.2333,7,6,0,5,6,0,1.16914682,0.361061863,0,1.716638032,0.541305447,0,1.716638032,0.859784532,13,3.789138127,2.16637118,3.439138127,-1.622766947,21,5411.597624,615,0,1,7,1,7,0,48408.41579,51097.73056,55759.19792,1,811.7517015,270.5798812,615,615,615,0,0,0,1,7,AION,AION
